Data collector,Author,Year,Journal,Vol.p.p,Species,Native,Sample size,Fitness measure,Trait,Selection differential (s),s standard error ,s significance,Selection gradient (B),B standard error,B significance
CPT,Bolnick et al,2008,Biological J Linnean Soc,94:273-287,Gasterosteus aculeatus,yes,200,relative gonad mass,gill raker length,,,,-0.22,0.079,sig
CPT,Bolnick et al,2008,Biological J Linnean Soc,94:273-287,Gasterosteus aculeatus,yes,106,relative gonad mass,gill raker length,,,,-0.07,0.101,ns
CPT,Bolnick et al,2008,Biological J Linnean Soc,94:273-287,Gasterosteus aculeatus,yes,200,relative gonad mass,gill raker length,,,,0,0.065,ns
JAL,Bolstad et al. ,2010,New Phytologist,188(2):370-384,Dalechampia schottii,yes,278,predicted pollen deposition,anther-stigma distance,,,,-0.47,,ns
JAL,Bolstad et al. ,2010,New Phytologist,188(2):370-384,Dalechampia schottii,yes,278,predicted pollen deposition,anther-stigma distance,,,,-0.22,,ns
JAL,Bolstad et al. ,2010,New Phytologist,188(2):370-384,Dalechampia schottii,yes,278,predicted pollen deposition,Gland-stigma distance,,,,-0.19,,ns
JAL,Bolstad et al. ,2010,New Phytologist,188(2):370-384,Dalechampia schottii,yes,278,predicted pollen deposition,Gland-stigma distance,,,,-0.03,,ns
JAL,Bolstad et al. ,2010,New Phytologist,188(2):370-384,Dalechampia schottii,yes,278,predicted pollen deposition,Upper bract length,,,,-0.01,,ns
JAL,Bolstad et al. ,2010,New Phytologist,188(2):370-384,Dalechampia schottii,yes,278,predicted pollen deposition,Upper bract length,,,,-0.01,,ns
JAL,Bolstad et al. ,2010,New Phytologist,188(2):370-384,Dalechampia schottii,yes,278,predicted pollen deposition,Gland area,,,,0.06,,sig
JAL,Bolstad et al. ,2010,New Phytologist,188(2):370-384,Dalechampia schottii,yes,278,predicted pollen deposition,Gland area,,,,0.11,,sig
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,76,survival,body mass,,,,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,71,survival,body mass,,,,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,193,survival,body mass,,,,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,76,survival,body mass,,,,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,64,survival,body mass,,,,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,211,survival,body mass,,,,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,65,number of offspring,body mass,0.11,,ns,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,23,number of offspring,body mass,0.22,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,52,survival,body mass,0.29,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,68,number of offspring,body mass,0.33,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,46,mating success,body mass,0.37,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,56,mating success,body mass,0.41,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,46,number of offspring,body mass,0.42,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,68,mating success,body mass,0.53,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,56,number of offspring,body mass,0.56,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,46,mating success,body mass,0.64,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,46,number of offspring,body mass,0.64,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,67,mating success,body mass,0.71,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,62,number of offspring,body mass,0.75,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,62,mating success,body mass,0.83,,sig,,,
DJW,Bouteiller-Reuter and Perrin,2005,JEB,18(2):290-300,Crocidura russula,yes,67,number of offspring,body mass,0.99,,sig,,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,0.02,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.09,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.05,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,255,survival (females),laying date,,,,-0.05,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.07,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.13,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.08,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.07,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.05,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.4,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.08,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,239,survival (males),laying date,,,,-0.05,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.04,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.04,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,310,survival (males),laying date,,,,-0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.04,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,192,survival (females),laying date,,,,-0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,328,survival (males),laying date,,,,0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,296,survival (males),laying date,,,,0.02,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,190,survival (males),laying date,,,,,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,258,survival (females),laying date,,,,-0.06,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.06,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.06,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,308,survival (males),laying date,,,,-0.02,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.42,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.07,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.04,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,192,survival (females),laying date,,,,-0.08,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,296,survival (females),laying date,,,,-0.05,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,272,survival (males),laying date,,,,-0.04,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.02,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.02,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,308,survival (males),laying date,,,,0.02,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.35,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,272,survival (males),laying date,,,,-0.04,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,244,survival (females),laying date,,,,-0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.55,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.53,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.04,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.05,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.56,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.46,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.6,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.51,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.57,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.52,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.56,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,317,number of recruits produced per pair,laying date,,,,-0.7,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.64,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,239,number of recruits produced per pair,laying date,,,,-0.78,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.66,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.57,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.55,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.67,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.66,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.72,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.87,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.8,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.69,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.71,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.74,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.89,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.69,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.86,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.76,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.68,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,190,number of recruits produced per pair,laying date,,,,-0.77,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,number of recruits produced per pair,laying date,,,,-0.92,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.06,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.05,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.04,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,-0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.03,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,-0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,0.01,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,170,survival (males),laying date,,,,0.02,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,308,survival (males),laying date,,,,0.02,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (females),laying date,,,,,,
KingsolverDiamond,Brommer and Rattiste,2008,Evolution,62(9):2326-2333,Larus canus,yes,NA,survival (males),laying date,,,,,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,33,number of mating aggregations,body size,,,,0.93,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,NA,number of mating aggregations,body size,,,,0.29,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,NA,number of partners,body size,,,,0.29,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,33,number of partners,body size,,,,0.24,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,33,number of mating aggregations,body size,,,,0.14,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,33,number of partners,body size,,,,0.8,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,34,number of mating aggregations,body size,,,,0.14,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,36,number of mating aggregations,body size,,,,0.34,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,36,number of mating partners,body size,,,,0.34,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,33,number of mating aggregations,body size,,,,0.64,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,NA,number of mating partners,body size,,,,0.23,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,NA,number of mating aggregations,body size,,,,0.3,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,40,number of mating aggregations,body size,,,,0.45,,
KingsolverDiamond,Brown and Weatherhead,1999,Behavioral Ecology and Sociobiology ,47:9-16,Nerodia sipedon,yes,25,number of partners,body size,,,,1.15,,
